Sr. No.,id,name,host_is_superhost,neighbourhood,latitude,longitude,price in USD,guests_included,Region
249,350479,BEDROOM (rear),f,Mission District,37.75711,-122.40963,79.00 ,1,Southern
250,351881,Castro Classic Victorian w/ Views,t,The Castro,37.76174,-122.44339,125.00 ,1,Western Addition
251,351950,MissionOutr PvtBR w/ TwinBed+Fridge,f,Excelsior,37.72965,-122.42539,40.00 ,1,Southern
252,351978,Mission Outr BedRmD1+Fridge+Patio,f,Excelsior,37.73019,-122.42317,45.00 ,1,Southern
253,352165,In-Law Bedroom in Castro Victorian,t,The Castro,37.75813,-122.4355,115.00 ,1,Western Addition
254,353292,"Mid-Century Modern Flat, Central Locale",f,Lower Haight,37.77093,-122.42823,90.00 ,1,Western Addition
255,361230,Location! Stylish home! Must See!,t,The Castro,37.76079,-122.43447,270.00 ,4,Western Addition
256,364023,"Beautiful, spacious, modern apt with great views",f,Excelsior,37.72636,-122.43342,85.00 ,2,Southern
257,364397,Garden Lovers @Heart of the Castro,t,The Castro,37.7586,-122.43332,95.00 ,2,Western Addition
258,365275,"Bright Studio Apartment, Queen Bed, Parking, View",f,Bernal Heights,37.73501,-122.42045,135.00 ,2,Southern
259,366541,Luxury Apartment in SOMA Sleeps 4,f,SoMa,37.79178,-122.39502,500.00 ,2,Southern
260,374997,Castro View Whole Top flr Apartment,t,The Castro,37.76055,-122.44221,549.00 ,1,Western Addition
261,377452,Quiet Modern Loft w/ Private Garden,f,Mission District,37.75139,-122.41194,200.00 ,2,Southern
262,377569,Cozy room in the Mission,f,Mission District,37.75131,-122.40795,70.00 ,1,Southern
263,379255,Beautiful 4-bdrm in San Francisco,f,Haight-Ashbury,37.76588,-122.44281,672.00 ,8,Western Addition
264,379349,Best location in San Francisco,t,Haight-Ashbury,37.76648,-122.44542,125.00 ,2,Western Addition
265,379418,3Br/2Bath Mid century home in Bernal Heights,f,Bernal Heights,37.74587,-122.41626,390.00 ,1,Southern
266,381217,Stylish Spacious Bernal Dwelling,t,Bernal Heights,37.74498,-122.41927,102.00 ,2,Southern
267,392543,Serene 1 Bedroom Garden Unit in Sunny Potrero,t,Potrero Hill,37.76196,-122.39411,250.00 ,2,Southern
268,394575,Grand and Cozy 1920''''s SF Studio,t,Bernal Heights,37.74248,-122.41069,149.00 ,2,Southern
269,408471,Amazing modern views house in SF,f,The Castro,37.75666,-122.43607,600.00 ,1,Western Addition
270,409549,Bernal Village Small Town San Fran,t,Bernal Heights,37.74002,-122.41813,169.00 ,4,Southern
271,413663,Luxury PanoView NoeValley Penthouse,f,Noe Valley,37.74987,-122.44027,189.00 ,1,Southern
272,415498,Prime Location - Studio Apartment,t,Pacific Heights,37.79363,-122.42493,130.00 ,2,North of Downtown
273,417681,Studio near Ballet Symphony,t,Tenderloin,37.78217,-122.42038,114.00 ,1,Downtown
274,420160,LOVELY BEDROOM IN SUNNY POTRERO HILL,f,Potrero Hill,37.76318,-122.40708,99.00 ,1,Southern
275,423063,"Modern, comfy home in NOPA/Haight!",t,Lower Haight,37.77044,-122.43599,289.00 ,2,Western Addition
276,423300,One bedroom unit,f,Mission District,37.75635,-122.40996,122.00 ,3,Southern
277,424846,Luxury Bed & Bath with private Living Room,t,Richmond District,37.78377,-122.47522,132.00 ,2,Outside Lands
278,430692,Sunny Room w/ Private Sink,t,Mission District,37.75906,-122.40761,60.00 ,1,Southern
279,431632,"Private, cozy studio near nature",f,Richmond District,37.78135,-122.48266,140.00 ,2,Outside Lands
280,431862,Penthouse Studio w Rooftop Deck!,t,Tenderloin,37.78321,-122.41969,124.00 ,1,Downtown
281,435389,Shelli''''s Student Home4(1 Month Min),f,Chinatown,37.79418,-122.40582,30.00 ,1,Downtown
282,435390,Shelli''''s Student Home3(1 Month Min),f,Chinatown,37.79455,-122.406,30.00 ,1,Downtown
283,435391,Shelli''''s Student Home2(1 Month Min),f,Chinatown,37.79478,-122.40592,30.00 ,1,Downtown
284,437385,Restful Room in a Condo with a Wood Fire,t,Richmond District,37.77884,-122.50535,128.00 ,1,Outside Lands
285,438940,Classic Room @ Heart of The Castro,t,The Castro,37.76003,-122.4357,100.00 ,2,Western Addition
286,438967,Cool Blue @ The Heart of The Castro,t,The Castro,37.75941,-122.43363,109.00 ,1,Western Addition
287,442349,Right in the middle living,t,Hayes Valley,37.7748,-122.42711,200.00 ,1,Western Addition
288,442397,OceanBeach2br2BathFreeParking!,t,Outer Sunset,37.75925,-122.50893,324.00 ,4,Southern
289,443908,"CALEF HOUSE Rm 1, Large Priv Rm in Beaut SF Vict",t,Western Addition/NOPA,37.78706,-122.42908,140.00 ,1,Western Addition
290,444675,"Lux Furnished, Historic Home. Bay Views, Huge Yard",t,Glen Park,37.74054,-122.43121,190.00 ,1,Southern
291,450992,Charming Apt in the middle of SF F1,f,Western Addition/NOPA,37.77407,-122.4331,110.00 ,3,Western Addition
292,455783,Live Where the City meets the Sea,f,Outer Sunset,37.75385,-122.50806,57.00 ,2,Southern
293,456264,Modern 2BR/1BA Russian Hill Condo,f,Fisherman''''s Wharf,37.8059,-122.41803,165.00 ,4,North of Downtown
294,456568,Central SF.  Painted Ladies 4 Blks  5 Star.,t,Hayes Valley,37.77346,-122.42917,89.00 ,1,Western Addition
295,457862,Comfy home in central location!,f,Western Addition/NOPA,37.78101,-122.44083,425.00 ,8,Western Addition
296,457986,"2BR, 2BA w/parking in San Francisco",f,Excelsior,37.72594,-122.43327,225.00 ,4,Southern
297,459990,Russian Hill Studio,f,Russian Hill,37.80041,-122.41569,148.00 ,1,North of Downtown
298,465723,Charming suite in West Portal area,t,Inner Sunset,37.73853,-122.47166,160.00 ,2,Western Addition
299,467507,Gorgeous Bernal Heights Studio Apt,t,Bernal Heights,37.74687,-122.40964,145.00 ,1,Southern
300,467839,CALEF HOUSE Rm 3 in Beaut SF Vict!,t,Western Addition/NOPA,37.78881,-122.42941,105.00 ,1,Western Addition
301,468490,Penthouse Panoramic View Home with Decks,f,Russian Hill,37.80139,-122.41534,490.00 ,1,North of Downtown
302,468751,"2 bedroom garden flat, heart of SF",f,Mission District,37.76717,-122.42419,280.00 ,1,Southern
303,470686,Private bath/Queen bdrm/Super Location,t,Mission District,37.76731,-122.42542,125.00 ,1,Southern
304,472901,Excellent Peaceful Studio Condo,f,SoMa,37.77297,-122.40301,170.00 ,1,Southern
305,474001,Monthly Shared Home for Students 6,f,Chinatown,37.79472,-122.40519,30.00 ,1,Downtown
306,474107,Two cozy rooms in an SF Edwardian home!,t,Excelsior,37.72376,-122.42926,90.00 ,1,Southern
307,477122,Architectural gem in Mission/Castro,f,Mission District,37.7618,-122.4269,545.00 ,2,Southern
308,479072,Lovely garden studio in the Castro,t,The Castro,37.75756,-122.4364,199.00 ,2,Western Addition
309,479415,Sunny Home in Prime Bernal Heights,t,Bernal Heights,37.73962,-122.41484,230.00 ,6,Southern
310,482592,Grand 1880''''s Victorian in San Fran,t,Glen Park,37.73429,-122.43491,650.00 ,6,Southern
311,485245,North Beach/Telegraph Hill Room in Sunny Flat,t,North Beach,37.80332,-122.41076,75.00 ,1,Downtown
312,485286,Adorable Bernal Heights Apartment,f,Bernal Heights,37.73895,-122.41274,195.00 ,2,Southern
313,487019,Big Bright 3 br/2ba in Potrero Hill,f,Potrero Hill,37.756,-122.40022,205.00 ,5,Southern
314,487499,Mission District - Perfect Location,t,Mission District,37.76099,-122.42183,125.00 ,2,Southern
315,488297,"3BR SF View Apt, separate entrance all to yourself",t,The Castro,37.75613,-122.44066,399.00 ,1,Western Addition
316,488359,Charming Studio in the Heart of Castro,t,The Castro,37.76214,-122.43148,205.00 ,2,Western Addition
317,493889,Spacious 1brm w/ breathtaking view,t,Mission Terrace,37.72872,-122.4406,250.00 ,2,Outside Lands
318,494111,Comfortable space of your own in SF,t,Richmond District,37.77985,-122.48478,130.00 ,2,Outside Lands
319,496108,Entire Edwardian Home in Central SF,f,Duboce Triangle,37.76778,-122.43427,545.00 ,1,Western Addition
320,496226,"Large, open flat in sunny Potrero",f,Potrero Hill,37.76197,-122.40365,170.00 ,3,Southern
321,496246,2-level upper flat in sunny Potrero,f,Potrero Hill,37.76348,-122.40546,300.00 ,4,Southern
322,499096,Charming Garden Studio Dolores Park,t,Mission District,37.75853,-122.42387,100.00 ,1,Southern
323,501057,Unique Mission home & garden close to it all,t,Mission District,37.74946,-122.40917,295.00 ,4,Southern
324,501770,Contemporary Home with Mid-Century Modern Design,t,Lower Haight,37.77166,-122.43826,220.00 ,2,Western Addition
325,503362,"Million Dollar Penthouse, Remodeled",t,Haight-Ashbury,37.77244,-122.43789,350.00 ,4,Western Addition
326,504146,★ Iconic Marina Waterfront ★ Walk/Bike Score 94+,t,Marina,37.80594,-122.43783,269.00 ,2,North of Downtown
327,505530,Bernal Hill Farm House -with views,f,Bernal Heights,37.74312,-122.40647,499.00 ,4,Southern
328,505763,Million Dollar View Stunning Modern,f,Twin Peaks,37.75081,-122.44524,200.00 ,1,Western Addition
329,511991,2bd2bth MillenniumTower Lux Living,f,SoMa,37.78952,-122.39595,350.00 ,3,Southern
330,515260,Beautiful Noe Valley Edwardian flat,f,Noe Valley,37.74395,-122.43253,260.00 ,4,Southern
331,515524,"Sunny, top floor flat",f,Haight-Ashbury,37.77144,-122.44433,90.00 ,2,Western Addition
332,516836,"Potrero Paradise: Lux, Hot Tub, Balcony w Views!",t,Potrero Hill,37.75933,-122.40367,135.00 ,1,Southern
333,517803,Buena Vista Bungalow,f,Haight-Ashbury,37.76794,-122.43906,550.00 ,3,Western Addition
334,519796,Lrg Sunny Flat/1 Blk fr Lombard St,t,Russian Hill,37.80299,-122.42447,175.00 ,2,North of Downtown
335,522089,Mission Dolores House in Prime Area,t,Mission District,37.75981,-122.42447,425.00 ,5,Southern
336,522273,Amazing Private Room w/View in Beautiful SF Flat,t,Bayview,37.73821,-122.39146,70.00 ,1,Southern
337,527226,Master bedroom in Victorian home,f,Excelsior,37.72509,-122.43309,95.00 ,1,Southern
338,530857,"Sunny, quiet private room with parking",t,Excelsior,37.71725,-122.43562,100.00 ,1,Southern
339,531151,Sunny 4-Bedroom Family Home Central SF Location,f,Bernal Heights,37.73496,-122.41656,449.00 ,8,Southern
340,533193,Mission Outr CozyBedrm2 + MinFridge,f,Excelsior,37.72988,-122.42673,43.00 ,1,Southern
341,533627,Potrero Paradise with Stunning Views and Hot Tub,t,Potrero Hill,37.76132,-122.40421,700.00 ,6,Southern
342,545585,PENTHOUSE in PERFECT LOCATION w/VIEWS,f,Nob Hill,37.79709,-122.41033,140.00 ,1,Downtown
343,545685,Garden Suite Private Bathrm GGPark,t,Richmond District,37.77619,-122.48231,79.00 ,1,Outside Lands
344,548232,PERFECT LOCATION CONDO!  Clean & spacious,t,Cow Hollow,37.79817,-122.44169,"1,195.00 ",6,North of Downtown
345,555596,Charming Noe Valley Garden Oasis,t,Noe Valley,37.74416,-122.43598,129.00 ,2,Southern
346,560440,Mission 2 bdrm - kid friendly,f,Mission District,37.7605,-122.42317,220.00 ,3,Southern
347,561148,Great Home near GG Park for Dreamforce/OracleWorld,f,Richmond District,37.77822,-122.45813,450.00 ,1,Outside Lands
348,561602,Great View/Mission District/20 Minutes to Downtown,t,Bernal Heights,37.74521,-122.41938,90.00 ,1,Southern
349,562311,Stylish One or Two Bedrooms with Private Decks and Bathrooms,t,Mission District,37.76149,-122.40874,103.00 ,2,Southern
350,562593,Beauty in the Heart of North Beach,f,Telegraph Hill,37.80043,-122.40543,200.00 ,2,Downtown
351,567239,Peaceful  Noe Valley Refuge,t,Noe Valley,37.74472,-122.43699,95.00 ,1,Southern
352,568161,Comfortable Room in Glen Park (SF),t,Glen Park,37.73279,-122.43701,68.00 ,1,Southern
353,571042,Upscale View Cottage in San Francisco 3br/ 2.5ba,f,Haight-Ashbury,37.7681,-122.43972,405.00 ,6,Western Addition
354,575551,Bright and Large Master Bedroom with private bath!,f,Potrero Hill,37.76186,-122.4037,129.00 ,1,Southern
355,576018,Spacious Noe Valley Victorian,t,Noe Valley,37.75363,-122.43138,"1,000.00 ",1,Southern
356,581216,"Beautiful, spacious Marina flat",t,Marina,37.80172,-122.43501,139.00 ,2,North of Downtown
357,582335,"Luxurious, high end, modern, remodeled Victorian.",f,Marina,37.80178,-122.43719,"1,049.00 ",1,North of Downtown
358,585225,Hip Light-Filled Studio w Views,f,Noe Valley,37.74555,-122.43384,99.00 ,2,Southern
359,585326,Cozy Suite Private Bathrm by GGPark,t,Richmond District,37.77632,-122.48067,69.00 ,1,Outside Lands
360,587375,"Heart of Mission-Modern/Bright/Unique Street, 2bd",t,Mission District,37.76157,-122.42186,400.00 ,4,Southern
361,589676,Light garden facing room with Private Bath,t,Noe Valley,37.75036,-122.42621,105.00 ,1,Southern
362,589767,Beautiful Nob Hill Apartment with Garage Parking,t,Nob Hill,37.79648,-122.4118,295.00 ,2,Downtown
363,591431,Victorian home in the  ❤️ of The Mission,f,Noe Valley,37.75066,-122.42349,368.00 ,5,Southern
364,591524,Cozy retreat with hot tub in North Bernal,f,Bernal Heights,37.74663,-122.41696,195.00 ,2,Southern
365,592883,MASTER bedroom,f,Mission District,37.75731,-122.40954,98.00 ,1,Southern
366,593165,Carl St - Golden Gate Park 1BR,f,Cole Valley,37.76613,-122.45252,121.00 ,1,Western Addition
367,593253,Stylish Lower Haight Victorian Room,t,Lower Haight,37.77023,-122.42957,95.00 ,1,Western Addition
368,594387,Noe Valley 3BR/2.5 BA w/ views,t,Noe Valley,37.75301,-122.43686,500.00 ,1,Southern
369,596042,Prime Location - Single Airy Room,t,Pacific Heights,37.79384,-122.42436,63.00 ,1,North of Downtown
370,598271,"Atop Potrero: Lux, Hot Tub, Large Deck w Views!",t,Potrero Hill,37.75943,-122.40398,121.00 ,1,Southern
371,598579,Alamo Square - Cozy & Quiet 1 BD,f,Western Addition/NOPA,37.77448,-122.43359,105.00 ,2,Western Addition
372,602535,Charming Victorian in Vibrant Noe,f,Noe Valley,37.74366,-122.42993,975.00 ,5,Southern
373,604843,Warm Comfortable Room & 2 Closets,t,Mission District,37.76024,-122.4088,72.00 ,1,Southern
374,604999,Sunny Mission Retreat-Shared Room & Skyline Views!,f,Bernal Heights,37.74748,-122.40821,79.00 ,1,Southern
375,607500,Newly Renovated - San Francisco in Style,t,Cole Valley,37.76668,-122.45095,375.00 ,6,Western Addition
376,616204,Walker''''s Paradise - Heart of SF,f,Chinatown,37.79527,-122.40925,450.00 ,6,Downtown
377,616517,Beautiful and Spacious Loft - SOMA,t,SoMa,37.77528,-122.40772,279.00 ,4,Southern
378,622134,- PRIVATE MISSION OASIS -,f,Mission District,37.75517,-122.40377,175.00 ,2,Southern
379,626349,Sunny Modern Luxury Condo!,f,SoMa,37.78111,-122.40597,123.00 ,3,Southern
380,627358,Mission Retreat-Private Room & Rooftop Sun Garden!,f,Bernal Heights,37.74656,-122.40655,125.00 ,1,Southern
381,631658,Bright Suite with Sweeping Views + Hot Tub on  Potrero Hill,t,Potrero Hill,37.75926,-122.40442,280.00 ,2,Southern
382,631735,Comfy Room in SF Victorian house,f,Bayview,37.7371,-122.39761,49.00 ,1,Southern
383,632303,Modern Cozy Apt - Stunning Hills & Hiking,t,Glen Park,37.74118,-122.43275,95.00 ,1,Southern
384,640352,"Designer''''s loft, downtown/SoMa near Moscone center",t,SoMa,37.78128,-122.40346,975.00 ,3,Southern
385,640605,San Francisco Marina Garden Studio ,f,Marina,37.80392,-122.43422,150.00 ,1,North of Downtown
386,640895,Beautiful Dolores Park Victorian,f,Mission District,37.76612,-122.42771,500.00 ,4,Southern
387,642672,Gorgeous 1BR - heart of Noe Valley ,f,Noe Valley,37.7457,-122.42423,178.00 ,1,Southern
388,643918,1 Bed Rm & 1 Bath Room w/ Bay VIew (in 2BR Shared),f,Telegraph Hill,37.80031,-122.4064,130.00 ,1,Downtown
389,644091,Expansive Bay View Condo,f,Telegraph Hill,37.80329,-122.40708,350.00 ,2,Downtown
390,644948,Victorian in Cool Neighborhood,t,Noe Valley,37.75311,-122.42673,100.00 ,1,Southern
391,646275,San Francisco Living Like A Local,t,Bernal Heights,37.74711,-122.41781,149.00 ,2,Southern
392,647360,"Stylish, Comfortable Apartment Close to Twin Peaks",t,Lakeshore,37.731,-122.47932,250.00 ,2,Outside Lands
393,648086,Private room and Private bath.,t,Bernal Heights,37.74038,-122.41755,79.00 ,1,Southern
394,651624,Glen Park Private Room with a View,t,Glen Park,37.7351,-122.4415,85.00 ,1,Southern
395,654279,Quiet Room in Our Friendly Home,t,Bayview,37.74514,-122.40459,90.00 ,1,Southern
396,655326,Extraordinary 2BR-2BA condo with 2 private decks!,f,Telegraph Hill,37.80301,-122.40216,199.00 ,1,Downtown
397,657121,Penthouse Condo with Bay Views near Fisherman''s Wharf,t,North Beach,37.80264,-122.41046,699.00 ,1,Downtown
398,658588,Spectacular San Francisco Twin Peaks View.,t,Twin Peaks,37.75603,-122.44643,235.00 ,4,Western Addition
399,658687,Stunning Centrally Located 4-Bedroom Home,f,Cole Valley,37.76633,-122.44876,565.00 ,6,Western Addition
400,662754,Great views - Lg Sunny 2bdrm Victorian SF flat,f,Mission District,37.75458,-122.40975,282.00 ,2,Southern
401,663623,Grand victorian flat in mission SF,f,Mission District,37.75797,-122.4096,240.00 ,4,Southern
402,664307,Private Room: Escape to the Mission,t,Mission District,37.75292,-122.41875,85.00 ,1,Southern
403,664315,Home in the Heart of the Mission,t,Mission District,37.75316,-122.42125,450.00 ,4,Southern
404,676228,Like an in-law w/ private entry&bath!,f,Balboa Terrace,37.72859,-122.45452,110.00 ,2,Western Addition
405,677207,Modern 3 Bedroom SF  View Home,f,The Castro,37.76499,-122.44262,395.00 ,1,Western Addition
406,678556,Cheerful Private Garden Studio,t,Western Addition/NOPA,37.77431,-122.45236,135.00 ,2,Western Addition
407,680288,Cozy Mission Garden Rooms,t,Mission District,37.75192,-122.41365,150.00 ,1,Southern
408,686677,Shared room with bathroom 1 person.,f,Alamo Square,37.77532,-122.43741,67.00 ,1,Western Addition
409,687430,Mission Outr CozyBedRm3 + MinFridge,f,Excelsior,37.7296,-122.42728,35.00 ,1,Southern
410,691023,Modern and Serene House on Dolores Park,f,Mission District,37.75697,-122.42727,450.00 ,6,Southern
411,699723,2BR Penthouse with 4 sunny decks,t,Potrero Hill,37.76644,-122.39588,395.00 ,1,Southern
412,708731,Private Entry to Private Bed/Bath w Garden Outside,t,Western Addition/NOPA,37.78221,-122.43708,120.00 ,1,Western Addition
413,713877,Charming Cole Valley Private Suite,t,Cole Valley,37.76369,-122.45304,145.00 ,2,Western Addition
414,715543,Marie''s sunny spacious Mission loft,f,Mission District,37.76375,-122.4125,180.00 ,2,Southern
415,715754,Stunning Views Near Haight & Castro,f,Haight-Ashbury,37.76646,-122.4432,160.00 ,2,Western Addition
416,719431,"Garden suite, quiet area by subway",t,West Portal,37.74028,-122.46885,79.00 ,1,Outside Lands
417,720811,Private Inlaw Apt Inner Richmond SF,f,Richmond District,37.77571,-122.46296,135.00 ,2,Outside Lands
418,725300,"Bright, Serene Sanctuary above the Castro 3BR/Pkg",f,The Castro,37.75935,-122.44437,379.00 ,6,Western Addition
419,726657,Mission Flat w/Deck&Garden,t,Mission District,37.76284,-122.42443,322.00 ,4,Southern
420,727866,Luxurious In-Law Suite Near Beach,t,Outer Sunset,37.74781,-122.50316,153.00 ,1,Southern
421,727969,Spacious 1 Bedroom with Garden in Sunny Noe,t,Noe Valley,37.75354,-122.43372,184.00 ,2,Southern
422,728486,Spacious 1 Bedroom Loft/Condo in SF,f,SoMa,37.7822,-122.404,175.00 ,2,Southern
423,728585,Clipper Street Cottage,t,Noe Valley,37.74935,-122.43532,139.00 ,1,Southern
424,728884,Spacious 2BR in Noe with Parking,t,Noe Valley,37.75305,-122.43465,275.00 ,4,Southern
425,732779,Relaxing Victorian near nature,f,Richmond District,37.78068,-122.48146,520.00 ,1,Outside Lands
426,734801,"Luxurious, modern, beautiful A+view",f,Western Addition/NOPA,37.78937,-122.42937,119.00 ,1,Western Addition
